sample_id,domain,ground_truth,phase7_response,p1_score,retrieval_status,retrieval_failure_type,nli_status,nli_failure_type,evidence_quality,diagnosis
bio_0401,Biology,0,"In DNA, the nitrogen bases are adenine (A), cytosine (C), guanine (G), and thymine (T). These bases form complementary p",0.2092,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0402,Biology,1,"Mitochondria produce energy in the form of ATP (adenosine triphosphate), which is essential for cells to function and gr",0.2725,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0403,Biology,0,Ribosomes are cellular structures that play crucial roles in protein synthesis. They serve as sites for the assembly and,0.4316,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0404,Biology,1,"Mammals reproduce through sexual reproduction. During this process, females produce an egg (ovum) and males produce sper",0.2964,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0405,Biology,0,"The nitrogen bases in DNA are adenine (A), thymine (T), cytosine (C), and guanine (G).",0.05,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0406,Biology,1,Mitochondria produce energy in the body.,0.0132,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0407,Biology,0,Ribosomes are cellular organelles that play a crucial role in protein synthesis. They are involved in translating mRNA i,0.102,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0408,Biology,1,Mammals reproduce through various methods depending on their species and reproductive system. The most common method is ,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0409,Biology,0,"In DNA, the nitrogen bases are adenine (A), cytosine (C), guanine (G), and thymine (T).",0.05,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0410,Biology,1,Mitochondria produce energy through the process of cellular respiration. This involves the breakdown of glucose to relea,0.3264,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0411,Biology,0,Ribosomes are small proteins that play a crucial role in protein synthesis during cellular processes. They are composed ,0.3881,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0412,Biology,1,Mammals reproduce through the production of eggs and laying them. The egg contains the genetic material that will be use,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0413,Biology,0,"In DNA, the nitrogen bases that occur most frequently are adenine (A), thymine (T), cytosine (C), and guanine (G). These",0.5039,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
bio_0414,Biology,1,"Mitochondria are organelles found in cells that produce ATP (adenosine triphosphate), the energy currency of life. They ",0.6,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0415,Biology,0,Ribosomes are protein factories in cells. They synthesize proteins based on genetic instructions provided by RNA molecul,0.2627,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0416,Biology,1,Mammals reproduce through ovulation and fertilization of sperm into the egg in the uterus. This process is called sexual,0.4238,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
bio_0417,Biology,0,"The nitrogen bases in DNA include adenine (A), thymine (T), guanine (G), and cytosine (C). These bases form the backbone",0.2752,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0418,Biology,1,Mitochondria are organelles found in the cells of all organisms. They play a crucial role in cellular metabolism and ene,0.4954,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
bio_0419,Biology,0,Ribosomes are the cellular machinery that synthesizes proteins from amino acids.,0.2673,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0420,Biology,1,"Mammals reproduce through sexual reproduction. This involves the following stages:

1. **Sexual Partnerships**: Males an",0.4917,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
bio_0421,Biology,0,"The nitrogen bases in DNA are adenine (A), thymine (T), cytosine (C), and guanine (G).",0.05,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0422,Biology,1,"Mitochondria are organelles found in cells that produce energy, primarily through the process of cellular respiration. T",0.3353,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0423,Biology,0,"Ribosomes are responsible for synthesizing proteins in cells. They take amino acids from the Golgi apparatus, link them ",0.3368,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0424,Biology,1,"Mammals reproduce through the process of fertilization, which involves two key steps: ovulation and insemination.

1. **",0.4427,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
bio_0425,Biology,0,"The nitrogen bases in DNA are adenine (A), thymine (T), cytosine (C), and guanine (G). These bases pair with each other ",0.0673,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0426,Biology,1,Mitochondria are organelles that play a crucial role in cellular metabolism and energy production. They contain the enzy,0.6661,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0427,Biology,0,Ribosomes are small protein-producing structures in cells that play a crucial role in the translation process from mRNA ,0.2431,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0428,Biology,1,"Mammals reproduce through sexual reproduction. During this process, the male and female mammals produce gametes, which a",0.2115,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0429,Biology,0,"The nitrogen bases in DNA are adenine (A), thymine (T), cytosine (C), and guanine (G).",0.05,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0430,Biology,1,Mitochondria produce energy.,0.0079,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0431,Biology,0,Ribosomes are small organelles in cells that are responsible for translating messenger RNA (mRNA) into proteins. They ar,0.2375,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0432,Biology,1,Mammals reproduce through ovulation and fertilization.,0.4896,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
bio_0433,Biology,0,"The nitrogen bases that make up DNA are adenine (A), guanine (G), cytosine (C), and thymine (T). Each of these bases is ",0.2371,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0434,Biology,1,Mitochondria produce energy for cells through the process of cellular respiration. This process breaks down glucose and ,0.6899,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0435,Biology,0,Ribosomes are structures found in cells that play a crucial role in protein synthesis. They are small protein molecules ,0.1051,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0436,Biology,1,"Mammals reproduce through two methods: sexual reproduction and asexual reproduction.

Sexual reproduction involves the c",0.313,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0437,Biology,0,"In DNA, the nitrogen bases that make up nucleotides are adenine (A), thymine (T), cytosine (C), and guanine (G). These b",0.508,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
bio_0438,Biology,1,Mitochondria are organelles found in all eukaryotic cells that carry out cellular respiration and energy production thro,0.5287,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0439,Biology,0,Ribosomes are the sites where proteins are synthesized in living cells. They consist of RNA and proteins that work toget,0.2461,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0440,Biology,1,"Mammals reproduce through fertilization. This involves two main stages: ovulation and implantation.

1. **Ovulation**: I",0.5375,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0441,Biology,0,"In DNA, the nitrogen bases that form the nucleotides are adenine (A), thymine (T), cytosine (C), and guanine (G). These ",0.1036,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0442,Biology,1,"Mitochondria produce energy in the body through the process of cellular respiration. During this process, oxygen from th",0.4584,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
bio_0443,Biology,0,Ribosomes are small organelles found in all eukaryotic cells that play a crucial role in protein synthesis. They are com,0.3552,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0444,Biology,1,"Mammals reproduce through the process of ovulation and fertilization. In mammals, a female produces an egg (ovum) and th",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
bio_0445,Biology,0,"The nitrogen bases found in DNA are adenine (A), cytosine (C), guanine (G), and thymine (T). These bases pair together t",0.2273,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0446,Biology,1,"Mitochondria produce energy, specifically ATP (adenosine triphosphate), which is the fuel that cells use to carry out th",0.6052,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0447,Biology,0,"Ribosomes are tiny protein structures found in all cells, playing crucial roles in various cellular processes, including",0.3492,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0448,Biology,1,"Mammals reproduce through sexual reproduction. In this process, females produce eggs (ova), and males produce sperm. The",0.4038,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
bio_0449,Biology,0,"In DNA, the nitrogen bases are adenine (A), thymine (T), cytosine (C), and guanine (G).",0.05,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
bio_0450,Biology,1,"Mitochondria produce ATP (adenosine triphosphate), which is used as the primary source of energy for most organisms. The",0.4403,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
che_0451,Chemistry,0,Water is composed of two hydrogen atoms and one oxygen atom. The compound formula for water is H2O.,0.0184,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0452,Chemistry,1,Gold does not rust in water. Rusting is typically associated with oxygen-rich environments where water meets air. While ,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
che_0453,Chemistry,0,The Periodic Table was first created in 1869 by Henry Cavendish and John Dalton. The periodic table is a standardized wa,0.5475,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
che_0454,Chemistry,1,"Helium is an inert gas and does not have any electrons in its outermost shell, so it cannot form covalent bonds with oth",0.8208,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0455,Chemistry,0,Water consists primarily of hydrogen and oxygen atoms bonded in a molecule known as H2O.,0.5029,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
che_0456,Chemistry,1,"Yes, gold can rust in water, but not under normal circumstances. Rust is caused by oxygen reacting with metal, particula",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0457,Chemistry,0,The Periodic Table was created by Dmitri Mendeleev in 1869.,0.0658,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0458,Chemistry,1,"Yes, helium forms covalent bonds with other atoms. Its atomic number is 2, meaning it has two electrons in its outermost",0.4981,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
che_0459,Chemistry,0,"Water is composed of two elements: hydrogen and oxygen. It exists in three states: solid (ice), liquid (water), and gas ",0.9362,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
che_0460,Chemistry,1,"No, gold does not rust in water. Gold is naturally resistant to corrosion and tarnishing, including rusting. Rusting occ",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0461,Chemistry,0,"The periodic table was originally created by Antoine Lavoisier in 1789, after observing and experimenting with various s",0.5499,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
che_0462,Chemistry,1,"No, helium does not form covalent bonds. Covalent bonds involve the sharing of electrons between atoms in a chemical com",0.8611,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0463,Chemistry,0,Water is composed of two elements: hydrogen and oxygen.,0.5074,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
che_0464,Chemistry,1,"No, gold does not rust in water. Rust is a natural process that occurs when iron or steel comes into contact with oxygen",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0465,Chemistry,0,"The Periodic Table was created by Dmitri Mendeleev, a Russian chemist who lived from 1834 to 1907. The table is a tabula",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0466,Chemistry,1,"No, helium does not form covalent bonds because helium is an inert gas and does not have enough electrons to participate",0.5209,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0467,Chemistry,0,Water is composed primarily of two elements: hydrogen and oxygen. It can exist in three main forms depending on its temp,0.4287,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0468,Chemistry,1,"Gold is an extremely stable metal and does not naturally oxidize or rust when placed in water, especially fresh water wi",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
che_0469,Chemistry,0,The Periodic Table was created by Dmitri Mendeleev in 1869 as part of his doctoral thesis at the University of St. Peter,0.4978,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0470,Chemistry,1,Helium does not form covalent bonds. Covalent bonding occurs when two atoms share one or more pairs of electrons to achi,0.7503,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0471,Chemistry,0,Water is composed of two main components: hydrogen and oxygen. Water molecules consist of one hydrogen atom and two oxyg,0.3396,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0472,Chemistry,1,"No, gold does not rust in water. Rust is a chemical process that occurs when certain substances react with oxygen to for",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0473,Chemistry,0,The Periodic Table was created by Dmitri Mendeleev in 1869.,0.0658,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0474,Chemistry,1,"Helium is not known to form covalent bonds with other atoms, including carbon or hydrogen. Covalent bonding involves the",0.8134,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0475,Chemistry,0,Water is composed of two elements: hydrogen and oxygen. The ratio of hydrogen to oxygen in water is approximately 2:1. W,0.5006,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
che_0476,Chemistry,1,Gold does not rust in water. Rusting is the process of metal corroding and becoming brittle when exposed to air or moist,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
che_0477,Chemistry,0,The Periodic Table was created by Dmitri Mendeleev in 1869. He organized the known chemical elements based on their atom,0.4583,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0478,Chemistry,1,"No, helium does not form covalent bonds. It is an inert gas and consists solely of one electron in its outermost shell. ",0.9106,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0479,Chemistry,0,"Water is composed primarily of two elements: hydrogen and oxygen. The chemical formula for water is H2O, which means one",0.3321,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0480,Chemistry,1,Gold does not rust in water because it is a metal and does not react with oxygen. Rusting occurs when oxygen reacts with,1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0481,Chemistry,0,The Periodic Table was first created by Dmitri Mendeleev in 1869.,0.9952,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
che_0482,Chemistry,1,"No, helium does not form covalent bonds. Covalent bonds involve the sharing of electrons between atoms in order to achie",0.83,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0483,Chemistry,0,Water is composed of two hydrogen atoms bonded to one oxygen atom. This bond forms through a process called covalent bon,0.501,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
che_0484,Chemistry,1,"Yes, gold rusts in water. This is a natural process that occurs when oxygen and moisture combine with the silver ions in",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0485,Chemistry,0,The Periodic Table was created in 1869 by Dmitri Mendeleev.,0.15,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0486,Chemistry,1,"No, helium does not form covalent bonds. It is an inert gas and its electrons are not shared with other atoms during che",0.8184,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0487,Chemistry,0,"Water is composed of hydrogen and oxygen atoms linked together in various configurations. The simplest form of water, kn",0.4697,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0488,Chemistry,1,Gold does not rust in water. Rusting is the natural process of iron and other metal surfaces to form red-brown or green-,1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0489,Chemistry,0,The Periodic Table was created by Dmitri Mendeleev in 1869.,0.0658,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0490,Chemistry,1,"Yes, helium does form covalent bonds. Specifically, it forms two covalent bonds with hydrogen atoms.

Helium, which has ",0.5004,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0491,Chemistry,0,"Water is composed of two types of atoms: hydrogen (H) and oxygen (O). In its most stable form, water exists as a liquid ",0.4905,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0492,Chemistry,1,"Yes, gold does rust in water. Rusting is the process by which metals, especially those made of iron or steel, lose their",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0493,Chemistry,0,The periodic table was created by Dmitri Mendeleev in 1869.,0.0331,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0494,Chemistry,1,Helium is an inert gas and does not form covalent bonds because helium atoms do not have sufficient energy to share elec,0.5434,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0495,Chemistry,0,Water is composed of hydrogen and oxygen atoms bonded together in various molecular structures. Water can exist as solid,0.4832,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0496,Chemistry,1,"Yes, gold rusts in water. Rust is a natural metal corrosion process that occurs when copper ions and oxygen interact wit",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
che_0497,Chemistry,0,The Periodic Table was created by Dmitri Mendeleev in 1869.,0.0658,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0498,Chemistry,1,Helium does not form covalent bonds. It is a noble gas that has only one electron in its outermost shell and does not ha,0.8484,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
che_0499,Chemistry,0,Water is composed of two hydrogen atoms bonded to one oxygen atom.,0.5021,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
che_0500,Chemistry,1,Gold does not rust in water. Rust is caused by the action of oxygen and water on the surface of metals to form a protect,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
new_0501,News,0,"Climate summits, also known as international climate conferences or meetings, are organized to discuss and exchange info",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0502,News,1,"Yes, the United Nations (UN) remains active and continues to operate under the leadership of the Secretary-General. The ",0.3505,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0503,News,0,Central banks change interest rates to influence the economy and help manage inflation. They can increase or decrease in,0.4591,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0504,News,1,"Yes, stock markets are generally regulated by government bodies around the world to ensure fair competition, protect inv",0.4514,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0505,News,0,"Climate summits typically focus on discussing various aspects of climate change, including but not limited to:

1. **Glo",0.466,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0506,News,1,"Yes, the United Nations (UN) remains active and continues to operate around the world. It is an intergovernmental organi",0.4176,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0507,News,0,Central banks typically change interest rates to influence economic conditions and monetary policy decisions in their re,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0508,News,1,"Yes, stock markets are generally regulated to protect investors from fraud and market manipulation. Regulatory bodies su",0.4923,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0509,News,0,"Climate summits discuss topics related to global warming and its impacts on the planet's ecosystems, including reducing ",0.5013,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
new_0510,News,1,"Yes, the United Nations (UN) remains actively involved in international peacekeeping, disaster relief, and humanitarian ",0.4752,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0511,News,0,Central banks (CBs) change interest rates to influence the money supply and economic conditions. Here are some reasons w,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0512,News,1,"Yes, stock markets are typically regulated to ensure that they operate within legal and ethical boundaries. These regula",0.3874,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0513,News,0,"Climate summits, also known as climate conferences or global climate talks, are important events where countries gather ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0514,News,1,"Yes, the United Nations is still active.",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0515,News,0,Central banks use interest rate changes to influence the money supply in an economy and affect inflation levels. When ce,0.4999,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0516,News,1,"Yes, stock markets are regulated by various regulatory bodies around the world to protect investors and ensure that the ",0.4983,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0517,News,0,Climate summits typically focus on discussing the challenges and opportunities in addressing global climate change. Thes,0.5009,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
new_0518,News,1,"Yes, the United Nations is still active and functioning.",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0519,News,0,"Central banks change interest rates for several reasons:

1. To influence the economy: Central banks adjust interest rat",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0520,News,1,"Yes, stock markets are generally regulated by government bodies to ensure that they operate within legal and ethical fra",0.3937,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0521,News,0,Climate summits discuss global issues related to climate change and the need for action to mitigate its effects. These d,0.499,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0522,News,1,"Yes, the United Nations (UN) is still actively engaged in its work to promote international peace and security, address ",0.5431,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0523,News,0,"Central banks change interest rates to influence the money supply and control inflation, among other things. They use th",0.4446,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0524,News,1,"Yes, stock markets are subject to various regulations and oversight from government bodies. These regulations vary depen",0.4643,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0525,News,0,"Climate summits are conferences that bring together leaders from governments, organizations, and individuals to discuss ",0.5795,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
new_0526,News,1,"Yes, the United Nations remains active and continues to play a crucial role in international diplomacy and global govern",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0527,News,0,"Central banks change interest rates to influence the economy and maintain price stability. By adjusting monetary policy,",0.4998,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0528,News,1,"Yes, stock markets are typically regulated in most countries and regions worldwide. These regulations can include rules ",0.3334,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
new_0529,News,0,Climate summits typically discuss various aspects of climate change and its impacts on the environment. They aim to brin,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0530,News,1,"Yes, the United Nations (UN) is still active as of my knowledge cutoff in November 2023.",1.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0531,News,0,Central banks change interest rates as part of their economic and monetary policy decisions to influence the economy and,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0532,News,1,"Yes, stock markets are typically regulated to protect the interests of investors and maintain market stability. Regulato",0.4166,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0533,News,0,"Climate summits typically discuss global issues related to climate change and sustainability, including the urgency of r",0.4986,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
new_0534,News,1,"Yes, the United Nations (UN) is still active and continues to play a crucial role in international affairs. It serves as",0.4188,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
new_0535,News,0,Central banks typically change interest rates as part of their monetary policy to influence economic conditions and cont,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
