sample_id,domain,ground_truth,phase6_char_count,phase7_char_count,phase6_token_count,phase7_token_count,phase6_sentence_count,phase7_sentence_count,phase6_claim_count,phase7_claim_count,phase6_lexical_diversity,phase7_lexical_diversity,phase7_model,phase7_temperature,phase7_generation_count
lit_0717,Literature,0,45,102,6,17,2,2,1,2,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0718,Literature,1,47,48,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0719,Literature,0,41,693,7,116,2,6,1,9,0.8571,0.7155,qwen2.5-coder:1.5b,0.7,3
lit_0720,Literature,1,48,333,8,60,2,4,1,4,1.0,0.8833,qwen2.5-coder:1.5b,0.7,3
lit_0721,Literature,0,45,102,6,16,2,2,1,2,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0722,Literature,1,47,55,8,11,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0723,Literature,0,41,71,7,12,2,2,1,2,0.8571,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0724,Literature,1,48,59,8,9,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0725,Literature,0,45,42,6,7,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0726,Literature,1,47,41,8,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0727,Literature,0,41,56,7,10,2,2,1,2,0.8571,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0728,Literature,1,48,47,8,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0729,Literature,0,45,41,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0730,Literature,1,47,41,8,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0731,Literature,0,41,105,7,19,2,2,1,2,0.8571,0.9474,qwen2.5-coder:1.5b,0.7,3
lit_0732,Literature,1,48,49,8,9,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0733,Literature,0,45,42,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0734,Literature,1,47,450,8,73,2,5,1,2,1.0,0.8219,qwen2.5-coder:1.5b,0.7,3
lit_0735,Literature,0,41,73,7,12,2,2,1,2,0.8571,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0736,Literature,1,48,370,8,61,2,4,1,3,1.0,0.8852,qwen2.5-coder:1.5b,0.7,3
lit_0737,Literature,0,45,41,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0738,Literature,1,47,74,8,14,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0739,Literature,0,41,409,7,74,2,4,1,6,0.8571,0.7703,qwen2.5-coder:1.5b,0.7,3
lit_0740,Literature,1,48,94,8,16,2,2,1,2,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0741,Literature,0,45,42,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0742,Literature,1,47,41,8,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0743,Literature,0,41,27,7,4,2,2,1,1,0.8571,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0744,Literature,1,48,59,8,9,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0745,Literature,0,45,42,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0746,Literature,1,47,53,8,10,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0747,Literature,0,41,108,7,19,2,2,1,2,0.8571,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0748,Literature,1,48,46,8,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0749,Literature,0,45,42,6,6,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
lit_0750,Literature,1,47,41,8,8,2,2,1,1,1.0,1.0,qwen2.5-coder:1.5b,0.7,3
